Gemeinde,Kanton,Bezirk,Anhänger_Anderer,Anhänger_Benzin,Anhänger_Benzin-elektrisch: Normal-Hybrid,Anhänger_Benzin-elektrisch: Plug-in-Hybrid,Anhänger_Diesel,Anhänger_Diesel-elektrisch: Normal-Hybrid,Anhänger_Diesel-elektrisch: Plug-in-Hybrid,Anhänger_Elektrisch,Anhänger_Gas (mono- und bivalent),Anhänger_Ohne Motor,Anhänger_Wasserstoff,Industriefahrzeuge_Anderer,Industriefahrzeuge_Benzin,Industriefahrzeuge_Benzin-elektrisch: Normal-Hybrid,Industriefahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Industriefahrzeuge_Diesel,Industriefahrzeuge_Diesel-elektrisch: Normal-Hybrid,Industriefahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Industriefahrzeuge_Elektrisch,Industriefahrzeuge_Gas (mono- und bivalent),Industriefahrzeuge_Ohne Motor,Industriefahrzeuge_Wasserstoff,Landwirtschaftsfahrzeuge_Anderer,Landwirtschaftsfahrzeuge_Benzin,Landwirtschaftsfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Landwirtschaftsfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Landwirtschaftsfahrzeuge_Diesel,Landwirtschaftsfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Landwirtschaftsfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Landwirtschaftsfahrzeuge_Elektrisch,Landwirtschaftsfahrzeuge_Gas (mono- und bivalent),Landwirtschaftsfahrzeuge_Ohne Motor,Landwirtschaftsfahrzeuge_Wasserstoff,Motorräder_Anderer,Motorräder_Benzin,Motorräder_Benzin-elektrisch: Normal-Hybrid,Motorräder_Benzin-elektrisch: Plug-in-Hybrid,Motorräder_Diesel,Motorräder_Diesel-elektrisch: Normal-Hybrid,Motorräder_Diesel-elektrisch: Plug-in-Hybrid,Motorräder_Elektrisch,Motorräder_Gas (mono- und bivalent),Motorräder_Ohne Motor,Motorräder_Wasserstoff,Personentransportfahrzeuge_Anderer,Personentransportfahrzeuge_Benzin,Personentransportfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Personentransportfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Personentransportfahrzeuge_Diesel,Personentransportfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Personentransportfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Personentransportfahrzeuge_Elektrisch,Personentransportfahrzeuge_Gas (mono- und bivalent),Personentransportfahrzeuge_Ohne Motor,Personentransportfahrzeuge_Wasserstoff,Personenwagen_Anderer,Personenwagen_Benzin,Personenwagen_Benzin-elektrisch: Normal-Hybrid,Personenwagen_Benzin-elektrisch: Plug-in-Hybrid,Personenwagen_Diesel,Personenwagen_Diesel-elektrisch: Normal-Hybrid,Personenwagen_Diesel-elektrisch: Plug-in-Hybrid,Personenwagen_Elektrisch,Personenwagen_Gas (mono- und bivalent),Personenwagen_Ohne Motor,Personenwagen_Wasserstoff,Sachentransportfahrzeuge_Anderer,Sachentransportfahrzeuge_Benzin,Sachentransportfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Sachentransportfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Sachentransportfahrzeuge_Diesel,Sachentransportfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Sachentransportfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Sachentransportfahrzeuge_Elektrisch,Sachentransportfahrzeuge_Gas (mono- und bivalent),Sachentransportfahrzeuge_Ohne Motor,Sachentransportfahrzeuge_Wasserstoff
Mont-Noble,Valais / Wallis,District d'Hï¿½rens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007207207207207207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007207207207207207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032432432432432434,0.0018018018018018018,0.0,0.009009009009009009,0.0,0.0,0.0018018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002702702702702703,0.0,0.0,0.0,0.0,0.0,0.0
Hï¿½ntwangen,Zï¿½rich,Bezirk Bï¿½lach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003784295175023652,0.0,0.0,0.0,0.0,0.0,0.000946073793755913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005676442762535478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000946073793755913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019867549668874173,0.001892147587511826,0.001892147587511826,0.019867549668874173,0.0,0.0,0.005676442762535478,0.000946073793755913,0.0,0.0,0.0,0.000946073793755913,0.0,0.0,0.000946073793755913,0.0,0.0,0.0,0.0,0.0,0.0
Herbligen,Bern / Berne,Verwaltungskreis Bern-Mittelland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00667779632721202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005008347245409015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011686143572621035,0.0,0.0,0.008347245409015025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001669449081803005,0.0,0.0,0.0,0.0,0.0,0.0
Agarn,Valais / Wallis,Bezirk Leuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009681881051175657,0.0,0.0,0.0,0.0,0.0,0.0013831258644536654,0.0,0.0,0.0013831258644536654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013831258644536654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005532503457814661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015214384508990318,0.0,0.0,0.008298755186721992,0.0013831258644536654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027662517289073307,0.0,0.0,0.0,0.0,0.0,0.0
Albinen,Valais / Wallis,Bezirk Leuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.004166666666666667,0.0,0.0,0.0,0.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
Ergisch,Valais / Wallis,Bezirk Leuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01675977653631285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00558659217877095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00558659217877095,0.0,0.0,0.0,0.0,0.0,0.0
Inden,Valais / Wallis,Bezirk Leuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiesen,Bern / Berne,Verwaltungskreis Bern-Mittelland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003952569169960474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00691699604743083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009881422924901185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012845849802371542,0.0,0.0,0.011857707509881422,0.0009881422924901185,0.0,0.001976284584980237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008893280632411068,0.0,0.0,0.0,0.0,0.0,0.0
Leuk,Valais / Wallis,Bezirk Leuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005595116988809766,0.0,0.0,0.000762970498474059,0.0,0.0,0.000762970498474059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000762970498474059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006866734486266531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000762970498474059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015259409969481181,0.001017293997965412,0.0,0.005849440488301119,0.0,0.0,0.000254323499491353,0.0,0.0,0.0,0.0,0.000508646998982706,0.0,0.0,0.002797558494404883,0.0,0.0,0.000254323499491353,0.0,0.0,0.0
Leukerbad,Valais / Wallis,Bezirk Leuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003032600454890068,0.0,0.0,0.000758150113722517,0.0,0.0,0.001516300227445034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004548900682335102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001516300227445034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009097801364670205,0.002274450341167551,0.0,0.002274450341167551,0.0,0.0,0.002274450341167551,0.0,0.0,0.0,0.0,0.001516300227445034,0.0,0.0,0.001516300227445034,0.0,0.0,0.0,0.0,0.0,0.0
Oberems,Valais / Wallis,Bezirk Leuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salgesch,Valais / Wallis,Bezirk Leuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.005194805194805195,0.0,0.0,0.0006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001948051948051948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016883116883116882,0.005194805194805195,0.0,0.005844155844155844,0.0006493506493506494,0.0,0.0006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01103896103896104,0.0,0.0,0.0,0.0,0.0,0.0
Varen,Valais / Wallis,Bezirk Leuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00303951367781155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060790273556231,0.0,0.0,0.0,0.0,0.0,0.001519756838905775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00911854103343465,0.001519756838905775,0.001519756838905775,0.007598784194528876,0.0,0.0,0.00303951367781155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guttet-Feschel,Valais / Wallis,Bezirk Leuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012254901960784314,0.0024509803921568627,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024509803921568627,0.0,0.0,0.0,0.0,0.0,0.0
Gampel-Bratsch,Valais / Wallis,Bezirk Leuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003067484662576687,0.0,0.0,0.0005112474437627812,0.0,0.0,0.0005112474437627812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007668711656441718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014314928425357873,0.0,0.0005112474437627812,0.0081799591002045,0.0005112474437627812,0.0,0.003067484662576687,0.0,0.0,0.0,0.0,0.0005112474437627812,0.0,0.0,0.003067484662576687,0.0,0.0,0.0,0.0,0.0,0.0
Turtmann-Unterems,Valais / Wallis,Bezirk Leuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009090909090909091,0.0,0.0,0.0027272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0018181818181818182,0.0,0.005454545454545455,0.0,0.0,0.0009090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036363636363636364,0.0,0.0,0.0,0.0,0.0,0.0
Konolfingen,Bern / Berne,Verwaltungskreis Bern-Mittelland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002618290630259959,0.0,0.0,0.0,0.0,0.0,0.0003740415186085656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003740415186085656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065457265756498975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003553394426781373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014400598466429774,0.0003740415186085656,0.0001870207593042828,0.005797643538432766,0.0,0.0,0.0011221245558256966,0.0,0.0,0.0,0.0,0.0001870207593042828,0.0,0.0,0.001683186833738545,0.0,0.0,0.0,0.0,0.0,0.0
Landiswil,Bern / Berne,Verwaltungskreis Bern-Mittelland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009884678747940691,0.0,0.0,0.0,0.0,0.0,0.0016474464579901153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004942339373970346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016474464579901153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032948929159802307,0.0016474464579901153,0.0,0.004942339373970346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006589785831960461,0.0,0.0,0.0,0.0,0.0,0.0
Bovernier,Valais / Wallis,District de Martigny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002185792349726776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001092896174863388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001092896174863388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018579234972677595,0.003278688524590164,0.0,0.004371584699453552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001092896174863388,0.0,0.0,0.0,0.0,0.0,0.0
Fully,Valais / Wallis,District de Martigny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002748826022219677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001488947428702325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004466842286106975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006872065055549192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019928988661092658,0.001718016263887298,0.00011453441759248655,0.0050395143740694075,0.00011453441759248655,0.0,0.0008017409231474057,0.0,0.0,0.0,0.0,0.0002290688351849731,0.0,0.0,0.0012598785935173519,0.0,0.0,0.00011453441759248655,0.0,0.0,0.0
Isï¿½rables,Valais / Wallis,District de Martigny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001201923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001201923076923077,0.0,0.0,0.0,0.0,0.0,0.001201923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.008413461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leytron,Valais / Wallis,District de Martigny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031036623215394167,0.0,0.0,0.0,0.0,0.0,0.000931098696461825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004965859714463066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002793296089385475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0260707635009311,0.00186219739292365,0.0,0.006828057107386716,0.0,0.0,0.0012414649286157666,0.0,0.0,0.0,0.0,0.00031036623215394165,0.0,0.0,0.0021725636250775914,0.0,0.0,0.0,0.0,0.0,0.0
Martigny,Valais / Wallis,District de Martigny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002127659574468085,0.0,0.0,4.948045522018802e-05,0.0,0.0,0.00014844136566056408,0.0,0.0,4.948045522018802e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024740227610094015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003612073231073726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006432459178624443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028698664027709056,0.002226620484908461,0.0001979218208807521,0.006481939633844631,0.00024740227610094015,0.0,0.0009896091044037606,0.00014844136566056408,0.0,0.0,0.0,0.0003958436417615042,0.0,0.0,0.004898565066798615,0.0,0.0,9.896091044037604e-05,4.948045522018802e-05,0.0,0.0
Martigny-Combe,Valais / Wallis,District de Martigny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002181500872600349,0.0,0.0,0.0,0.0,0.0,0.0004363001745200698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004363001745200698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003926701570680628,0.0,0.0,0.0,0.0,0.0,0.0004363001745200698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008726003490401396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030104712041884817,0.0008726003490401396,0.0004363001745200698,0.006544502617801047,0.0,0.0,0.0017452006980802793,0.0,0.0,0.0,0.0,0.0004363001745200698,0.0,0.0,0.002617801047120419,0.0,0.0,0.0,0.0,0.0,0.0
Riddes,Valais / Wallis,District de Martigny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00411522633744856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006331117442228553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004748338081671415,0.0,0.0,0.0,0.0,0.0,0.00031655587211142766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031655587211142766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019626464070908515,0.001899335232668566,0.00031655587211142766,0.0072807850585628366,0.000949667616334283,0.0,0.000949667616334283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034821145932257044,0.0,0.0,0.0,0.0,0.0,0.0
Linden,Bern / Berne,Verwaltungskreis Bern-Mittelland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005384615384615384,0.0,0.0,0.0,0.0,0.0,0.0015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013846153846153847,0.003076923076923077,0.0,0.004615384615384616,0.0007692307692307692,0.0,0.0007692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007692307692307692,0.0,0.0,0.0,0.0,0.0,0.0
Saillon,Valais / Wallis,District de Martigny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002232973576479345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005210271678451805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023074060290286566,0.00148864905098623,0.0003721622627465575,0.003721622627465575,0.0003721622627465575,0.0,0.000744324525493115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00297729810197246,0.0,0.0,0.0003721622627465575,0.0,0.0,0.0
Saxon,Valais / Wallis,District de Martigny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021360499507065396,0.0,0.0,0.00032862306933946765,0.0,0.0,0.000985869208018403,0.0,0.0,0.00016431153466973383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016431153466973383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004107788366743345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000821557673348669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020867564903056194,0.002464673020046007,0.00032862306933946765,0.005422280644101216,0.00032862306933946765,0.0,0.0004929346040092015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004272099901413079,0.0,0.0,0.0,0.0,0.0,0.0
Trient,Valais / Wallis,District de Martigny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirchel,Bern / Berne,Verwaltungskreis Bern-Mittelland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001597444089456869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004792332268370607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001597444089456869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006389776357827476,0.0,0.0,0.009584664536741214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Champï¿½ry,Valais / Wallis,District de Monthey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002242152466367713,0.0,0.0,0.0007473841554559044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007473841554559044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014947683109118087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014947683109118087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02391629297458894,0.0007473841554559044,0.0,0.004484304932735426,0.0007473841554559044,0.0,0.0007473841554559044,0.0007473841554559044,0.0,0.0,0.0,0.0,0.0,0.0,0.002242152466367713,0.0,0.0,0.0,0.0,0.0,0.0
