Gemeinde,Kanton,Bezirk,Anhänger_Anderer,Anhänger_Benzin,Anhänger_Benzin-elektrisch: Normal-Hybrid,Anhänger_Benzin-elektrisch: Plug-in-Hybrid,Anhänger_Diesel,Anhänger_Diesel-elektrisch: Normal-Hybrid,Anhänger_Diesel-elektrisch: Plug-in-Hybrid,Anhänger_Elektrisch,Anhänger_Gas (mono- und bivalent),Anhänger_Ohne Motor,Anhänger_Wasserstoff,Industriefahrzeuge_Anderer,Industriefahrzeuge_Benzin,Industriefahrzeuge_Benzin-elektrisch: Normal-Hybrid,Industriefahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Industriefahrzeuge_Diesel,Industriefahrzeuge_Diesel-elektrisch: Normal-Hybrid,Industriefahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Industriefahrzeuge_Elektrisch,Industriefahrzeuge_Gas (mono- und bivalent),Industriefahrzeuge_Ohne Motor,Industriefahrzeuge_Wasserstoff,Landwirtschaftsfahrzeuge_Anderer,Landwirtschaftsfahrzeuge_Benzin,Landwirtschaftsfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Landwirtschaftsfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Landwirtschaftsfahrzeuge_Diesel,Landwirtschaftsfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Landwirtschaftsfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Landwirtschaftsfahrzeuge_Elektrisch,Landwirtschaftsfahrzeuge_Gas (mono- und bivalent),Landwirtschaftsfahrzeuge_Ohne Motor,Landwirtschaftsfahrzeuge_Wasserstoff,Motorräder_Anderer,Motorräder_Benzin,Motorräder_Benzin-elektrisch: Normal-Hybrid,Motorräder_Benzin-elektrisch: Plug-in-Hybrid,Motorräder_Diesel,Motorräder_Diesel-elektrisch: Normal-Hybrid,Motorräder_Diesel-elektrisch: Plug-in-Hybrid,Motorräder_Elektrisch,Motorräder_Gas (mono- und bivalent),Motorräder_Ohne Motor,Motorräder_Wasserstoff,Personentransportfahrzeuge_Anderer,Personentransportfahrzeuge_Benzin,Personentransportfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Personentransportfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Personentransportfahrzeuge_Diesel,Personentransportfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Personentransportfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Personentransportfahrzeuge_Elektrisch,Personentransportfahrzeuge_Gas (mono- und bivalent),Personentransportfahrzeuge_Ohne Motor,Personentransportfahrzeuge_Wasserstoff,Personenwagen_Anderer,Personenwagen_Benzin,Personenwagen_Benzin-elektrisch: Normal-Hybrid,Personenwagen_Benzin-elektrisch: Plug-in-Hybrid,Personenwagen_Diesel,Personenwagen_Diesel-elektrisch: Normal-Hybrid,Personenwagen_Diesel-elektrisch: Plug-in-Hybrid,Personenwagen_Elektrisch,Personenwagen_Gas (mono- und bivalent),Personenwagen_Ohne Motor,Personenwagen_Wasserstoff,Sachentransportfahrzeuge_Anderer,Sachentransportfahrzeuge_Benzin,Sachentransportfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Sachentransportfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Sachentransportfahrzeuge_Diesel,Sachentransportfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Sachentransportfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Sachentransportfahrzeuge_Elektrisch,Sachentransportfahrzeuge_Gas (mono- und bivalent),Sachentransportfahrzeuge_Ohne Motor,Sachentransportfahrzeuge_Wasserstoff
Collombey-Muraz,Valais / Wallis,District de Monthey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004330833421358403,0.0,0.0,0.00010563008344776593,0.0,0.0,0.0006337805006865955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005281504172388297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006443435090313722,0.0,0.0,0.0,0.0,0.0,0.00031689025034329775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001267561001373191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03137213478398648,0.0022182317524030845,0.00031689025034329775,0.008239146508925743,0.00021126016689553185,0.0,0.0010563008344776593,0.00010563008344776593,0.0,0.0,0.0,0.00031689025034329775,0.0,0.0,0.0060209147565226575,0.00010563008344776593,0.0,0.0,0.0,0.0,0.0
Monthey,Valais / Wallis,District de Monthey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014530010059237734,0.0,0.0,0.0002794232703699564,0.0,0.0,0.00016765396222197384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.588465407399128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003967810439253381,0.0,0.0,0.0,0.0,0.0,0.0002794232703699564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005588465407399128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024198055214038224,0.0020118475466636863,0.00011176930814798256,0.0050855035207332065,0.0003353079244439477,0.0,0.0007265005029618867,0.00011176930814798256,0.0,0.0,0.0,0.0008941544651838605,0.0,0.0,0.0032413099362914944,0.0,0.0,0.0,0.0,0.0,0.0
Port-Valais,Valais / Wallis,District de Monthey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049988098071887645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023803856224708403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005950964056177101,0.0,0.0,0.00023803856224708403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019043084979766722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02308974053796715,0.0026184241847179244,0.00023803856224708403,0.006665079742918353,0.0007141156867412521,0.0,0.0007141156867412521,0.0,0.0,0.0,0.0,0.00023803856224708403,0.0,0.0,0.0026184241847179244,0.0,0.0,0.0,0.0,0.0,0.0
Saint-Gingolph,Valais / Wallis,District de Monthey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001034126163391934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002068252326783868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001034126163391934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014477766287487074,0.0031023784901758012,0.0,0.0031023784901758012,0.0,0.0,0.0,0.001034126163391934,0.0,0.0,0.0,0.0,0.0,0.0,0.001034126163391934,0.0,0.0,0.0,0.0,0.0,0.0
Troistorrents,Valais / Wallis,District de Monthey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037910699241786015,0.0,0.0,0.00021061499578770007,0.0,0.0,0.00021061499578770007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035804549283909013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010530749789385003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02464195450716091,0.003369839932603201,0.00021061499578770007,0.006107834877843303,0.00021061499578770007,0.0,0.0012636899747262005,0.00021061499578770007,0.0,0.0,0.0,0.00042122999157540015,0.0,0.0,0.002527379949452401,0.0,0.0,0.0,0.0,0.0,0.0
Val-d'Illiez,Valais / Wallis,District de Monthey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0,0.0,0.0004938271604938272,0.0,0.0,0.0004938271604938272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024691358024691358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023209876543209877,0.0,0.0004938271604938272,0.0049382716049382715,0.0,0.0,0.0004938271604938272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002962962962962963,0.0,0.0,0.0,0.0,0.0,0.0
Vionnaz,Valais / Wallis,District de Monthey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003294289897510981,0.0,0.0,0.00036603221083455345,0.0,0.0,0.00036603221083455345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036603221083455345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005490483162518302,0.0,0.0,0.0,0.0,0.0,0.00036603221083455345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002562225475841874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034407027818448024,0.0029282576866764276,0.0021961932650073207,0.00951683748169839,0.0010980966325036604,0.0,0.0018301610541727673,0.0,0.0,0.0,0.0,0.0007320644216691069,0.0,0.0,0.004392386530014641,0.0,0.0,0.0,0.0,0.0,0.0
Vouvry,Valais / Wallis,District de Monthey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004228329809725159,0.0,0.0,0.0,0.0,0.0,0.0004698144233027954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002349072116513977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037585153864223633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007047216349541931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026309607704956543,0.0011745360582569885,0.0,0.008926474042753112,0.0004698144233027954,0.0,0.0007047216349541931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006577401926239136,0.0,0.0,0.0,0.0,0.0,0.0
Mï¿½nsingen,Bern / Berne,Verwaltungskreis Bern-Mittelland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013915732508697333,0.0,0.0,0.0,0.0,0.0,0.00015461925009663702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038654812524159255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035562427522226516,0.0,0.0,7.730962504831851e-05,0.0,0.0,7.730962504831851e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006184770003865481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01515268650947043,0.0017008117510630073,0.00023192887514495556,0.006803247004252029,0.00030923850019327404,0.0,0.0012369540007730962,0.00015461925009663702,0.0,0.0,0.0,0.00038654812524159255,0.0,0.0,0.003015075376884422,0.0,0.0,7.730962504831851e-05,0.0,0.0,0.0
Niederhï¿½nigen,Bern / Berne,Verwaltungskreis Bern-Mittelland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004573170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001524390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019817073170731708,0.001524390243902439,0.0,0.007621951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001524390243902439,0.0,0.0,0.0,0.0,0.0,0.0
Bister,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0
Bitsch,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001996007984031936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007984031936127744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001996007984031936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008982035928143712,0.000998003992015968,0.0,0.012974051896207584,0.0,0.0,0.000998003992015968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029940119760479044,0.0,0.0,0.0,0.0,0.0,0.0
Grengiols,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002352941176470588,0.0,0.0,0.002352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007058823529411765,0.0,0.0,0.0,0.0,0.0,0.0
Riederalp,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022675736961451248,0.0,0.0,0.0,0.0,0.0,0.0022675736961451248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.0022675736961451248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011337868480725623,0.0022675736961451248,0.0,0.0045351473922902496,0.0022675736961451248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045351473922902496,0.0,0.0,0.0,0.0,0.0,0.0
Oberdiessbach,Bern / Berne,Verwaltungskreis Bern-Mittelland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003679592414378715,0.0,0.0,0.0002830455703368242,0.0,0.0,0.0002830455703368242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005660911406736484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004528729125389187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002830455703368242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01273705066515709,0.0008491367110104727,0.0,0.00537786583639966,0.0005660911406736484,0.0,0.0008491367110104727,0.0,0.0,0.0,0.0,0.0002830455703368242,0.0,0.0,0.0031135012737050667,0.0,0.0,0.0,0.0,0.0,0.0
Ausserberg,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00315955766192733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004739336492890996,0.0,0.0,0.0,0.0,0.0,0.001579778830963665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009478672985781991,0.0,0.0,0.004739336492890996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00315955766192733,0.0,0.0,0.0,0.0,0.0,0.0
Blatten,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003424657534246575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010273972602739725,0.0,0.0,0.003424657534246575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003424657534246575,0.0,0.0,0.0,0.0,0.0,0.0
Bï¿½rchen,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013440860215053765,0.0,0.0,0.0013440860215053765,0.0,0.0,0.0013440860215053765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013440860215053765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013440860215053765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.002688172043010753,0.0,0.006720430107526882,0.0,0.0,0.006720430107526882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013440860215053765,0.0,0.0,0.0,0.0,0.0,0.0
Eischoll,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002242152466367713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011210762331838564,0.004484304932735426,0.0,0.011210762331838564,0.002242152466367713,0.0,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002242152466367713,0.0,0.0,0.0,0.0,0.0,0.0
Ferden,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.016,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0
Kippel,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031446540880503146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.0031446540880503146,0.0,0.0,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niedergesteln,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008207934336525308,0.0,0.0,0.0013679890560875513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013679890560875513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027359781121751026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017783857729138167,0.0013679890560875513,0.0,0.005471956224350205,0.0013679890560875513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005471956224350205,0.0,0.0,0.0,0.0,0.0,0.0
Raron,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004113110539845758,0.0,0.0,0.0,0.0,0.0,0.005141388174807198,0.0,0.0,0.0005141388174807198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005655526992287918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010282776349614395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014910025706940874,0.002056555269922879,0.002056555269922879,0.005141388174807198,0.0,0.0,0.002056555269922879,0.0,0.0,0.0,0.0,0.0010282776349614395,0.0,0.0,0.005655526992287918,0.0,0.0,0.0,0.0,0.0,0.0
Kloten,Zï¿½rich,Bezirk Bï¿½lach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012419274714356682,0.0,0.0,0.00029806259314456036,0.0,0.0,0.00044709388971684054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014903129657228018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033780427223050174,0.0,0.0,0.0,0.0,0.0,0.0012419274714356682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001987083954297069,4.9677098857426726e-05,0.0,4.9677098857426726e-05,0.0,0.0,0.0,0.0,0.10437158469945355,0.008296075509190263,0.0003477396920019871,0.10685543964232488,0.001639344262295082,4.9677098857426726e-05,0.0015399900645802285,4.9677098857426726e-05,0.0,9.935419771485345e-05,0.0,0.0015399900645802285,0.0,0.0,0.019672131147540985,0.0,0.0,0.0,4.9677098857426726e-05,0.0,0.0
Oberthal,Bern / Berne,Verwaltungskreis Bern-Mittelland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012448132780082987,0.0,0.0,0.0013831258644536654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008298755186721992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009681881051175657,0.0013831258644536654,0.0,0.005532503457814661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008298755186721992,0.0,0.0,0.0,0.0,0.0,0.0
Unterbï¿½ch,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006864988558352402,0.0,0.0,0.002288329519450801,0.0,0.0,0.002288329519450801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004576659038901602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013729977116704805,0.006864988558352402,0.0,0.006864988558352402,0.002288329519450801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002288329519450801,0.0,0.0,0.0,0.0,0.0,0.0
Wiler (Lï¿½tschen),Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018018018018018018,0.0,0.0,0.0018018018018018018,0.0,0.0,0.0018018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016216216216216217,0.0,0.0,0.016216216216216217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036036036036036037,0.0,0.0,0.0,0.0,0.0,0.0
Mï¿½rel-Filet,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057553956834532375,0.0,0.0,0.0,0.0,0.0,0.0014388489208633094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014388489208633094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02158273381294964,0.0,0.0,0.008633093525179856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011510791366906475,0.0,0.0,0.0,0.0,0.0,0.0
Steg-Hohtenn,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056144728633811605,0.0,0.0,0.0,0.0,0.0,0.0006238303181534623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006238303181534623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016219588271990017,0.0006238303181534623,0.0006238303181534623,0.0056144728633811605,0.0,0.0,0.0012476606363069245,0.0,0.0,0.0,0.0,0.0006238303181534623,0.0,0.0,0.0037429819089207735,0.0,0.0,0.0,0.0,0.0,0.0
Bettmeralp,Valais / Wallis,Bezirk Raron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0,0.0,0.0044444444444444444,0.0,0.0,0.013333333333333334,0.0,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.008888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
Collonges,Valais / Wallis,District de Saint-Maurice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012106537530266344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012106537530266344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002421307506053269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01937046004842615,0.0012106537530266344,0.0,0.004842615012106538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036319612590799033,0.0,0.0,0.0,0.0,0.0,0.0
